Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Senior Data Engineer,-1,"At Afresh, our mission is to make the fresh food supply chain more efficient, thus dramatically reducing food waste and making fresh, nutritious food available and accessible to everyone. Our A.I.-powered solutions optimize ordering, forecasting, and store operations for fresh food departments for brick-and-mortar grocers. The results are powerful: grocers using Afresh reduce food waste by 25%+ and increase fresh sales by 3%, massively increasing their profitability.

We are a passionate team united by our mission to make an impact - we hope you’ll join us!
What will you be doing?
Building fast, reliable, scalable data pipelines that process over billions of historical data points collected from tens of thousands of retail stores across the US which power our machine learning models.
Integrating, analyzing, finding issues with, and solving shortcomings in the critical lifeblood of our system–the data our customers send us–that powers every aspect of our system.
Maintaining, augmenting, and helping architect our data platform and data warehouses to ensure that our data and ML teams can efficiently process and access the data they need.
Collaborating with an interdisciplinary team of experts in machine learning, data scientists, design, software engineering, and business process optimization
What skills and experience do you need?
Bachelors or Masters in Computer Science or equivalent.
3+ years of work experience.
Strong programming and problem-solving skills.
Expert-level knowledge of using SQL and data warehouses, data lakes, or databases.
Experience with Apache Spark or other Big Data frameworks; working with cloud infrastructure; data visualization tools; and applied statistics is a big plus.
About Afresh

Founded in 2017, Afresh is the first A.I.-powered fresh food optimization platform for grocery chains. We have partnered with several large grocers representing hundreds of stores and >$10B in revenue. Our cutting-edge AI research has been published in top journals (e.g., ICML). We’re backed by some of the top investors in grocery and tech including Innovation Endeavors (former Google CEO Eric Schmidt’s firm), Baseline Ventures (first money in Stitch Fix, SoFi, Heroku, Instagram), Food Retail Ventures, Maersk Growth, and Impact Engine.

We are building a vibrant, diverse, and inclusive team that embodies our company’s values: proactivity, kindness, candor, and humility. We aspire to continually grow as individuals and as an organization to live these values and realize our mission. We earnestly believe that Afresh represents a one-of-a-kind opportunity to have massive social impact at scale by employing novel technology—and to have a ton of fun along the way.

Afresh provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability, genetics, sexual orientation, gender identity/expression, marital status, pregnancy or related condition, or any other basis protected by law.

Interested? Email us at Careers@afreshtechnologies.com",3.0,"Afresh
3.0","San Francisco, CA",-1,1 to 50 Employees,2009,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1
Data Engineer,-1,"Java experience 1) Hands-on backend engineer on Java/JEE experience on Java 8+ (preferably Java 11), 2) SQL/Postgres experience 3) Any experience with MongoDB is a plus DevOps experience 1) Kubernetes 2) Jenkins 3) CI/CD 4) Excellent SQL Development skills 5) Excellent Java services skills 6) Excellent communication and soft skills",3.9,"LTTS
3.9","Cupertino, CA",-1,51 to 200 Employees,1998,Company - Private,Preschool & Child Care,Education,$10 to $25 million (USD),-1
Senior Data Engineer (Life Science Products),$108k-$195k (Glassdoor Est.),"The Opportunity at Komodo Health The Life Sciences Products team is looking for Senior Data Engineers to help us build next generation data pipelines, data infrastructure and databases, and to develop data processing that is scalable, reliable and automated. The ideal candidate has demonstrated experience going from understanding business use cases and whiteboard designs all the way through to the nuances of implementation and rollout. The ideal candidate would have experience with product development and has gone through different phases of product growth and maturity. This is an opportunity to help solve complex challenges, and be a part of a team of folks accomplished in diverse Engineering disciplines; focused on using the best of what lies at the forefront of technology and skills to address complex, real-world problems in the Healthcare and Life Science space. Some of the tools we use are: Spark, Snowflake, Airflow, Python, AWS EMR, Kubernetes, and Docker. Looking back on your first 12 months at Komodo Health, you will have… Designed, developed, and implemented data infrastructure, data pipelines and data processing code for product features. Analyzed, reviewed and translated product management artifacts like product requirements documents and product roadmaps, into actionable engineering requirements documents. Created automation systems and tools to configure, monitor, and orchestrate our data infrastructure and our data pipelines. Evaluated new technologies for continuous improvements in Data Engineering. Collaborated closely with the Product and Customer Success teams to build out new data features. Collaborated with Data Scientists to implement descriptive, forecasting, and predictive algorithms and models using latest technologies. What you bring to Komodo: Experience with... Building and deploying large-scale, complex data processing pipelines. Python or Scala development, proficiency with at least one of them is required Pipeline scheduling and monitoring systems, like Airflow or Luigi Data processing platforms such as Spark, Amazon EMR, Google DataProc, Hadoop/MapReduce, etc. Data warehouse, modeling, and SQL experience such as Snowflake, Redshift, or BigQuery You've led planning, launching, optimizing, and refactoring phases of data pipeline platforms. Ability to work as part of a collaborative team in a fast-paced environment. Sincere interest in working at a healthcare startup and passion for healthcare data.",3.5,"Komodo Health
3.5","San Francisco, CA",-1,201 to 500 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Senior Data Engineer,-1,"WW is looking for candidates to help change people’s lives. We are a global wellness technology company inspiring millions of people to adopt healthy habits for real life. We do this through engaging digital experiences, face-to-face workshops and sustainable programs that encourage people to move more, shift their mindset and eat healthier while enjoying the foods they love. By drawing on over five decades of experience and expertise in behavioral science, we build communities in order to deliver wellness for all. To learn more about WW and jobs with a purpose, visit ww.com. Position: Senior Data Engineer (Remote) Location:New York City Experience: 6-10 years Reporting to: Director, Data Engineering Job Description At WW, we are re-imagining engineering in and around our data infrastructure, architecture, pipeline, flow and security. We are building a modern data lake fed by batch and streaming pipelines creating incremental value from our data. We are implementing a data catalog, glossary and dictionary solution to make our data search and discoverable propelling data democratization, enhancing data quality and data security. We are reimagining and replacing old data pipelines with modern architecture and technologies. It’s an exciting time for WW Data Org and Data Engineering is driving the excitement. If you would like to be part of this exciting journey, help building our modern data engineering solutions and set yourself up for an impressive learning and career growth potential, we have an opportunity for you. If you feel passionate and excited to design and build data engineering solutions on Google Cloud Platform (GCP), we shall talk. Roles and Responsibilities Lead design, development, implementation and support of end-to-end data pipeline for centralized data lake on cloud Design and implement streaming data analytics platform using moder cloud based and open source technologies and Python/JavaScript/Scala programing language Build data catalog, data dictionary and make data searchable for our stakeholders and users Work with various Google Cloud Platform (GCP) technologies, Kafka, Airflow, Metadata Management tool, Data Quality (DQ) tool, Cloud-Native Microservice architecture, CI/CD, Dev/Ops and much more Design and implement data security, access control (including fine-grained) and compliance solutions to safeguard our data Work with high volume (100s of TB), high velocity (real-time stream), high complexity (heterogeneous) data from hundreds of sources e.g. social media, click stream, e-commerce etc. Mentor and guide junior team members, if hired at a senior position Effectively communicate data governance initiatives and values to stakeholders Experience & Skill Set If you have done similar works as above for 4 years or more, have some of the skillsets from below list and feel passionate and excited doing it again at WW, you have the right experience and skill sets. Let us talk Experienced of architecting and implementing modern data platform (data lake or data warehouse) with batch and streaming data ingestion and processing on GCP or AWS cloud Solid understanding of fundamental architecture and working principle of relational database, NoSQL database, massively parallel processing (MPP) database, distributed processing framework (MapReduce/Spark etc.), pub/sub messaging/streaming platform (e.g. Kafka, Google Pub/Sub, Kinesis) Experienced in SQL query, data manipulation language (DML) and data definition language (DDL) including hands-on experience of managing database tables and views Experienced of building Data App or Data Pipeline using Java/Python/Scala/Go programing language(s) Experienced and willing to lead and manage work for junior data engineers on the team Possess excellent work ethic, positive attitude to work and good verbal communication Can effectively document, present and pursue solution design and idea to stakeholders / teams Excellent work ethic, positive attitude to work and good verbal communication We hire only the best people. Here are the benefits to being top-notch: Competitive compensation and profit-sharing plan A 401K plan to help you plan for your future, plus company match Health care coverage starting on your first day Tuition reimbursement and online courses to help you reach your career aspirations Commuter benefits Yearly well-being allowance for your physical, financial, social and emotional well-being Free WW membership for you plus 3 free WW memberships for your friends and 3 for your family Free fruit, snacks and coffee to get you through your day Summer Fridays, happy hours, and company outings Robust employee referral bonuses Developmental opportunities and assignments to grow your career",-1,WW International,"San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,-1
Senior Data Engineer,$148k-$260k (Glassdoor Est.),"Requisition ID # 55671 Job Category : Information Technology Job Level : Individual Contributor Business Unit: Information Technology Job Location : San Francisco Department Overview PG&E’s Information Technology (IT) organization is comprised of various unified departments which collaborate effectively in order to deliver high quality technology solutions. The Data & Analytics Team within IT is responsible for working collaboratively with the lines of business (e.g., Electric Operations, Gas Operations, etc.) to implement consumer-grade data platforms and products across various user groups (e.g., asset strategists, inspectors, emergency operations, etc.). This includes, but is not limited to: Deploying best-in-class / rapid delivery capabilities for data solutions and self-service enablement for highly skilled analysts and data scientists Simplifying, improving, and standardizing processes to promote data-driven decisions and drive the digital transformation of the utility. Rapid delivery of back-end solutions for a multitude of applications Position Summary We are looking for a Senior Data Engineer to be part of our exciting and growing team. Your primary focus is to build data products to support risk reduction and digital transformation of the company. As a productive member of a motivated group of engineers, product teams, and technical analysts, you will be producing ground-breaking, forward thinking, and revolutionary projects that are industry changing. What you will get: The opportunity to contribute to a best-in-class digital organization that ships real products to real users that have a direct impact to company operations and improvements to the safety of California Extreme leadership support for your development and your day to day success Autonomy to make decisions in a rapidly growing team Best in class perks and benefits Responsibilities: Build awesome big data products within a fun team where culture is the foundation for success Provide input on technical feasibility while collaborating with teams to guide features and provide technical know-how Provide subject matter expertise to design data products and workflows that are robust and fault tolerant Evolve technical solutions to incorporate new technologies Debug and optimize complex applications that have real impacts Build best-in-class cloud-native data products in AWS Effectively communicate the solution to non-technical stakeholders Maintain a productive working environment while fostering an open and honest culture of trust, accountability, and humbleness Be a strong advocate for a culture of quality Follow an agile development methodology Qualifications: Minimum: BA/BS in Computer Science, Management Information Systems, or equivalent experience and/or field of study 5 years of programming analysis experience Desired: 10 years of IT/Software Engineering experience 7 years of experience working in application development and architecture 5 years of experience developing solution architecture for complex technical problems Hands on experience working with multiple technologies and platforms Exposure to enterprise applications and ERP systems (e.g. SAP) Strong Data Engineering experience specifically including AWS Glue, Python, PySpark and SQL Experience in building and deploying through CI/CD (e.g. Jenkins) Working knowledge of Docker and Kubernetes Experience working in an Agile environment Experience with developing solutions for data driven applications in the cloud Experience in developing fault-tolerant applications Experience with instrumenting applications with health checks and proactive monitoring Excellent communication and collaboration skills and a strong work ethic Very strong analytical and problem-solving skills Experience with GIS Knowledge of SAP Able to build a sense of trust and rapport that creates a comfortable & effective workplace Able to further community & elevate team performance Brings a high-energy and passionate outlook to the role and has strong sense of ownership",3.6,"Pacific Gas And Electric Company
3.6","San Francisco, CA",-1,10000+ Employees,1905,Company - Public,Utilities,"Oil, Gas, Energy & Utilities",$10+ billion (USD),-1
Sr Data Engineer,$107k-$193k (Glassdoor Est.),"Current Employees of LendingClub: Please apply via your internal Workday Account

LendingClub (NYSE: LC) was founded in 2007 under the belief that a technology and data-driven marketplace can improve the way people access and invest in credit, creating value for both sides. Since then, we've helped millions of Americans take control of their debt, pursue their dreams, and invest in their future – all in a fair, transparent, and affordable way. Today we’re America’s largest online credit marketplace, facilitating billions of dollars in loans annually, and we’re leading the governance of a new industry by developing ethical, responsible ways to bring greater value and better opportunities to our members. Everyone deserves a better financial future and our team is committed to making that a reality.

About the Role

Here at LendingClub, as a Sr. Data Engineer, you’ll be part of the Data Technology organization that help drive business decisions using data. LendingClub’s business is data driven and you will build solutions to help the company make decisions about marketing, pricing, credit, funding, and many other business aspects, which is transforming the banking industry. We’re looking for talented Data Engineers passionate about building new data driven solutions with the latest Big Data technology.

What You'll Do

Develops and maintains scalable data pipelines and builds out new integrations and processes required for optimal extraction, transformation, and loading of data from a wide variety of data sources using HQL and 'Big Data' technologies
Assemble large, complex data sets that meet functional / non-functional business requirements and fostering data-driven decision making across the organization
Implements processes and systems to validate data, monitor data quality, ensuring production data is always accurate and available for key stakeholders and business processes that depend on it.
Writes unit/integration tests, contributes to engineering wiki, and documents work.
Performs root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement

About You

A seasoned professional with 5+ years of relevant experience who is excited to apply their current skills and to grow their knowledge base.
Passionate with good understanding of with a focus on having fun while delivering incredible business results
BS or MS degree in Computer Science or a related technical field
Experience with data pipeline, data analytics, data warehousing and big data
Experience with SQL/No-SQL, schema design and dimensional data modeling
Experience with BigData technologies stack such as HBase, Hadoop, Hive, Oozie, MapReduce
Experience in AWS/Spark/Java/Python development is a plus
Familiar with Agile methodology, test-driven development, source control management and automated testing.

LendingClub is an equal opportunity employer and dedicated to diversity and inclusion in the workplace. We do not discriminate on the basis of race, religion, color, national origin, sex, gender, gender identity, sexual orientation, age, marital status, pregnancy status, veteran status, or disability status. We believe that a variety of perspectives will make our teams and business stronger as we work together to transform the traditional banking system.",3.5,"LendingClub
3.5","San Francisco, CA",-1,1001 to 5000 Employees,2006,Company - Public,Banks & Credit Unions,Finance,$100 to $500 million (USD),-1
Big data Engineer,-1,"Job Description: Role:Big Data Engineer Exp: 10+ Years Location: Newport Beach, CA / Silicon Valley, CA / San Francisco, CA Visa: Other than Opt’s MOI: Phone + Skype Skills Required Strong ability create and maintain data pipelines and advanced analytic that capture data for reporting purposes Strong experience with scripting languages (Python) for building out the data pipelines Strong SQL experience Experience with Enterprise Data Management & Data Integration Experience with enterprise ETL tools such as Informatica PowerCenter, Informatica Cloud, or equivalent Experience with AWS: S3, Data Lakes, Redshift, RDS, Athena Java OR Scala development experience Hadoop, spark Regards Sundeep.B 732-790-5650 sundeep.b (at) primesoftinc (dotcom)",-1,primesoftinc,"San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,-1
Data Engineer : 20,-1,"Primary Skills: Big Data Technologies, NoSQL, Spark, Java/Scala/Shell/Python Duration: 6 Months (Possible Extension) Contract Type: W2 Job Description Strong development skills around Hadoop, Hive, Pig Latin, Spark, Scalding, Map Reduce, Storm, Kafka. Knowledge of Spark and NoSQL databases. Have working experience in Google Cloud Platform. Strong skills in object oriented design, Core Java, Scala, shell scripting/Python Excellent problem solving and analytical skills Proven background in Distributed Computing, Data Warehousing, ETL development, and large scale data processing. Strong development skills in Python and SQL. At least 3-4 years of experience in Hadoop ecosystem and strong analytical skills. To follow up with any questions, please contact Khushbu at 408-512-2361 Akraya is an award-winning IT staffing firm and the staffing partner of choice for many leading companies across the US. We offer comprehensive benefits including Health Insurance (medical, dental, and vision), Cafeteria Plan (HSA, FSA, and dependent care), 401(k) (enrollment subject to eligibility), and Sick Pay (varies based on city and state laws). If this position is not quite what you're looking for, visit akraya.com and submit a copy of your resume. We will get to work finding you a job that is a better fit at one of our many amazing clients. Akraya is committed to equal treatment and opportunity in all aspects of recruitment, selection, and employment without regard to gender, race, religion, national origin, ethnicity, disability, gender identity/expression, sexual orientation, veteran or military status, or any other category protected under the law. Akraya is an equal opportunity employer; committed to a community of inclusion, and an environment free from discrimination, harassment, and retaliation.",4.6,"Akraya Inc.
4.6","Sunnyvale, CA",-1,51 to 200 Employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1
Principal Level Data Engineer,$110k-$194k (Glassdoor Est.),"Description

WHO WE ARE:

Freedom Financial Network is a family of companies that takes a people-first approach to financial services, using technology to empower consumers to overcome debt and create a brighter financial future. The company was founded in 2002 by Brad Stroh and Andrew Housser on the belief that by staying committed to helping people, you can ensure better financial outcomes for both the customer and the business. This Heart + $ philosophy still guides the vision of our growing company, which has helped millions of people find solutions for their financial needs.

What began with 2 people in a spare bedroom has now rapidly expanded to a vibrant business that employs over 2300 employees (known internally as The Freedom Family) in two locations: San Mateo, CA and Tempe, AZ. When you visit either of our offices, you’ll understand why our employees have voted us the Best Place to Work for the last several years. It’s a place where the Heart + $ philosophy continues to thrive, where we believe that success is only achieved by doing what’s right for our customers, our employees, and our communities.

In order to create brighter futures for our clients, employees, and businesses, Freedom Financial Network holds itself to four core values that have grown out of our Heart + $ philosophy: to care for everyone around us, act with integrity every time, collaborate with everybody we work with, and get better at what we do every day.

THE OPPORTUNITY:

As a Principal Level Data Engineer with Freedom Financial Network in its Tempe, AZ or San Mateo, CA office, you will contribute directly to the success of the business and have a meaningful impact on our customers’ lives.

We are looking for seasoned engineers to bring new and innovative ideas and tackle challenges across the full-stack. We believe in building teams that are passionate about solving complex problems and ready to grow and evolve alongside our expanding business and technology footprint.

THE ROLE:
Lead product requirements and advanced analytics requirements gathering efforts, interfacing with Data Engineering, Data Scientists, Analytics, and stakeholder teams
Own, evolve and help architect and design large part of the Data Platform
Use technology to solve business problems and drive positive outcomes
Build a scalable technology platform to support a growing business
Deliver high-quality code to production, consistently
Play a key role in building out a large scale distributed and event based Data Platform that serves as an underpinning for all of Freedom’s businesses and products
Recommend ways to improve data reliability, efficiency, and quality. • Contribute to data platform architecture and represent data team in various cross – team technical initiative •
Work with data infrastructure team to triage issues and support issue resolution. • Drive data team to adopt industry best practices. •
Mentor data engineers/interns
REQUIREMENTS/CHARACTERISTICS:
10+ years’ experience building large scale, real-time distributed systems with solid coding, problem-solving, and design skills
Experience architecting and design large scale distributed data systems
Ability to demonstrate a team-first attitude towards software development
Hands on Experience with Java, SQL and one data programming language (Python, R, etc)
Knowledge and experience building applied ML based applications highly preferred
Experience working with various data stores: SQL, NoSQL, and/or key-value store
Mature engineering practices (CI/CD, testing, secure coding, etc)
Experience with, or willingness to learn:
Event-driven architecture and messaging frameworks (Pub/Sub, Kafka, and/or RabbitMQ)
Cloud infrastructure (Google Cloud Platform, AWS, and/or Azure)
Excellent communication skills in written and verbal forms, and an ability to communicate complex issues to a range of audience (management, peers, clients). •
Strong attention to detail while excellent time management and prioritization in multitasking
EDUCATION:
Bachelor’s/Masters in Computer Science or relevant field, or relevant experience in software development
CULTURAL FIT (Our Core Values):
Care (for everyone): We show compassion and contribute to the well-being and growth of those around us. We only pursue products that improve the financial lives of our clients.
Act with Integrity (every time): We take the right action even when it is hard and even when no one is watching. We treat our employees, clients, and communities the way they wish to be treated.
Get Better (every day): We innovate, iterate, and improve each day. We are creative, take thoughtful risks, and ultimately learn and recover from failures.
COLLABORATE (with everybody): We strive to work together toward a common purpose by proactively sharing information and inviting participation. We recognize the perspective of various groups and embrace a healthy, constructive debate.
WHY JOIN THE FREEDOM FAMILY?
Fast, continued growth – there’s a lot of opportunity for advancement
Voted the Best Place to Work multiple times by our employees, most recently #1 in Phoenix for the 2nd year in a row!
Benefits start within 30 days
401k with employer match
3 weeks’ paid vacation (increased with tenure)
9 paid holidays & 5 sick days
Paid time off for volunteer work and on your birthday
Attention Agencies & Search Firms: We do not accept unsolicited candidate resumes or profiles. Please do not reach out to anyone within Freedom Financial Network (FFN) to market your services or candidates. All inquiries should be directed to Talent Acquisition only. We reserve the right to hire any candidates sent unsolicited and will not pay any fees without a contract signed by FFN’s Talent Acquisition leader.",3.4,"Freedom Financial Network
3.4","San Mateo, CA",-1,1001 to 5000 Employees,2002,Company - Private,Investment Banking & Asset Management,Finance,$500 million to $1 billion (USD),-1
Big Data Engineer,-1,"Squadex is a fast growing technology consulting and engineering company headquartered in Silicon Valley with the large R&D center in Ukraine. We offer DevOps & Data Science expertise to emerging startups and well-established enterprises at the US market.

The Role

We are looking for a seasoned data/algorithm engineer who has experience building and maintaining large scale ETL’s and data warehousing to build the next generation mission critical data platform. If you are comfortable with swimming in Petabytes of data to define quality metrics, explore trending and to write scalable code for data pipelines, come talk to us.

In this role, you will
Responsible for designing, implementing, and maintaining LeadGenius’s big data pipeline infrastructure — including data ingestions, stream processing, data warehousing, data pipelines, visualization, quality metrics and exposing data to applications
Data modeling and metadata management
Ensure scalable, highly available, and robust big data platform architecture to meet service level agreements
End-to-end data processing, troubleshooting, problem diagnosis, performance benchmark, load balance, and code reviews
Your KPIs would be
Building large-scale infrastructural data systems using open-source technologies
Designing high-performance RESTful web services to expose data from SQL and NoSql
Cross team collaboration and effective communication
Skills & Experience
7+ years of experience with object oriented programming language such as Java, and scripting languages such as Python
5+ years of experience with big data and distributed NoSql technologies such as Spark, Hbase or Map-reduce
3+ years of experience designing and implementing large, scalable distributed systems
3+ years of production experience designing and implementing mission critical and metrics-driven ETL’s
Good to have
Experience with AKKA-based webservice is a plus
Strong in algorithms and CS fundamentals.",3.0,"Squadex
3.0","Palo Alto, CA",-1,1 to 50 Employees,2016,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
AWS Data Engineer,$107k-$190k (Glassdoor Est.),"This is what you’ll do: · Design, implement and support an analytical data infrastructure providing access to large datasets and computing power. · Interface with other technology teams to extract, transform, and load data from a wide variety of data sources using API, SQLS, Change Data Capture Tools and AWS big data technologies. · Continuous research of the latest big data and visualization technologies to provide new capabilities and increase efficiency · Creation and support of real-time data pipelines built on AWS technologies including EMR, Glue, Kinesis, Redshift/Spectrum and Athena · Help continually improve ongoing reporting and analysis processes, automating or simplifying self-service support for business. · Collaborate with other tech teams to implement advanced analytics algorithms that exploit our rich datasets for statistical analysis, prediction, clustering and machine learning this is what you’ll need: · Self-starter with excellent communication skills · 7-10 years of industry experience in software development, data architecture, data engineering, business intelligence, data science with a track record of manipulating, processing, and extracting value from large datasets · Strong understanding of all Big Data and data warehousing services offered by AWS. · Hands-on experience building/operating highly available, distributed systems of data extraction, ingestion, and processing of large data sets using AWS S3, Glue, Kinesis, Kafka, SQS, Change data capture tools, Spark · Experience in a query framework for business users and data scientists using Athena, APIs and spinning data science clusters. · Strong data base experience in both Relational, Columnar, NOSQL & Timeseries database like Redshift, DynamoDB, MongoDB, SQL Server, Druid etc. · Strong hands-on experience in one or more programming languages like Java, Python, Scala · Demonstrated strength in data modeling, ETL development, and data warehousing · Good knowledge of statistical models and data mining algorithms · Experience using analytics & reporting tools like Tableau, Power BI, Qlikview etc. · Understanding of business domains like Finance, Supply Chain, Manufacturing is a plus · Degree/Diploma in computer science, engineering, mathematics, or a related technical discipline preferred This is where you’ll work: Department: IT Infrastructure and Enterprise Applications Location: Palo Alto, CA Rivian description: Rivian is on a mission to keep the world adventurous forever. This goes for the emissions-free Electric Adventure Vehicles we build, and the curious, courageous souls we seek to attract. As a company, we constantly challenge what’s possible, never simply accepting what has always been done. We reframe old problems, seek new solutions and operate comfortably in areas that are unknown. Our backgrounds are diverse, but our team shares a love of the outdoors and a desire to protect it for future generations. We operate development centers in Plymouth, MI, Irvine CA and San Jose, CA, and Surrey, England, as well as a manufacturing facility in Normal, Illinois. Rivian is an Equal Opportunity Employer and Prohibits Discrimination and Harassment of Any Kind: Rivian is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. All employment decisions at Rivian are based on business needs, job requirements and individual qualifications, without regard to race, color, religion or belief, family or parental status, or any other status protected by the laws or regulations in the locations where we operate. Rivian will not tolerate discrimination or harassment based on any of these characteristics. Rivian encourages applicants of all ages.",4.0,"Rivian Automotive
4.0","Palo Alto, CA",-1,1001 to 5000 Employees,2009,Company - Private,Transportation Equipment Manufacturing,Manufacturing,Unknown / Non-Applicable,-1
Senior Data Engineer,-1,"5+ years of experience in Data Engineering and Business Intelligence.
Proficient in IoT tools such as MQTT, Kafka, Spark
Proficient with AWS, S3, Redshift
Experience with Presto and Parquet/ORC
Proficient with Apache Spark and data frame.
Experienced in containerization, including Docker and Kubernetes
Expert in tools such as Apache Spark, Apache Airflow, Presto
Expert in design and implement reliable, scalable, and performant distributed systems and data pipelines
Extensive programming and software engineering experience, especially in Java, Python,
xperience with Columnar database such as Redshift, Vertica

Job Types: Full-time, Contract

Pay: $115,603.00 - $191,059.00 per year

Schedule:
8 hour shift
Monday to Friday
Experience:
Data science: 5 years (Preferred)",-1,SNAPIDEA SYSTEMS,"San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,-1
Principal Full Stack Big Data Engineer,$180k-$325k (Glassdoor Est.),"The Role: The ForgeRock Autonomous Engineering team is building the next generation of identity and access management powered by AI/ML approaches. The team is rapidly evolving the Autonomous Identity solution to address key use cases in cybersecurity, consumer privacy and regulatory compliance. Design and develop software capabilities related to storage, processing and query of large data sets. What you'll be doing: Design data and prediction pipelines for Autonomous Identity, Autonomous Access and Identity Governance products. Lead data persistence and query design for numerous identity use cases including traceability, history, context, authorization etc. Develop persistent and query scaling that accounts for single-data-center and multi-data-center clusters. Collaborate with security engineers, data scientists and other product groups to evaluate data pipeline requirements and boundaries. Design clean abstractions and API specifications to implement customer use cases Write efficient unit and integration tests to automate quality and the release pipeline Build modular code emphasizing readability, security, and clean dependency management Create data pipelines that efficient transform raw data into meaningful insights and predictions Leverage continuous delivery tools to securely deploy microservices to various environments and ensure SLAs for uptime, latency and throughput across multiple data centers. If you find yourself checking off most of the below, this could be the position for you! Expertise in designing and supporting large production clusters of Cassandra/MongoDB Firm grasp of approaches to data partitioning and query design. Solid understanding of tradeoffs between relational and noSQL models. Proficient in search and querying using ElasticSearch Experience with data security both at-rest and in-transit. Experience with index lifecycle management. Strong understanding of data pipeline and scalable cloud-native ETL technologies (Spark/Dataflow/Beam/Nifi) Deep knowledge of production concerns for both single-data-center and multi-data-center storage and index clusters. Skilled in utilizing Java and/or Javascript/Node for backend development. Experience with Test Driven Development covering Unit, Integration and API tests. Willingness, when needed, to do UI, Dev-Ops, CI/CD, Documentation any development tasks need to get still done. Multi-tenant SaaS experience is a big plus. Knowledge of cyber security, AI/ML modeling, Identity and Access management solutions a plus.",4.2,"ForgeRock
4.2","San Francisco, CA",-1,501 to 1000 Employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),-1
