Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Hourly,min_salary,max_salary,avg_salary,company_txt,job_state,same_state,age,python,sql,excel,spark,aws,experience_2years
Senior Data Engineer,$108k-$127k (Glassdoor Est.),"When you come across a sea of data, is your first instinct to put on your software diving suit and go deep? We’re looking for highly-skilled Data Engineers to design and automate large scale data solutions that power our state-of-the-art artificial intelligence platform. If “changing the world” is on your to-do list, Entefy is your chance to make a career of it.

We’re redefining digital interaction, and our next Data Engineer will play a key role in the growing agile team that’s making it all happen.
Requirements
6+ years relevant experience developing and integrating frameworks and database technologies that support highly scalable data processing
Advanced knowledge of system architecture and database design
Proficiency in Big Data tools: Spark, Hadoop, Kafka, etc.
Advanced experience with SQL and NoSQL database architecture and implementation (hands-on experience with PostgreSQL, Elasticsearch, and Cassandra a plus)
Demonstrable experience designing, developing, and implementing ETL processes
Experience working with private cloud infrastructure
Demonstrable experience building and optimizing Big Data pipelines and architecture
Proficiency in Python, Java, C++
Demonstrable experience with Stream Processing and workload management for data transformation, augmentation, analysis, etc.
Ability to collaborate well with others
Strong communication skills
Visit www.entefy.com and www.blog.entefy.com",4.3,"Entefy
4.3","Palo Alto, CA",-1,1 to 50 Employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,108,127,117.5,"Entefy
", CA,0,8,1,1,0,1,0,0
Senior Data Engineer,$95k-$167k (Glassdoor Est.),"Luminar Technologies is seeking a Senior Data Engineer to contribute to the development efforts of our end-to-end data pipeline and corresponding web applications. Our vision is to make autonomous transportation safe and ubiquitous. Far too many lives are lost in vehicle accidents each year. Because when real people’s lives are at stake, driving safely 99% of the time isn't good enough. We just launched Hydra, and it’s capabilities are unmatched: road tracking out to 80m, lanes to 150m, and objects to 250m. Visit us @ https://www.luminartech.com/ to find out more.

*We are interviewing and on-boarding candidates completely virtually until the County of Santa Clara eases restrictions due to the ongoing COVID-19 pandemic. Our team is currently entirely working from home, except for those individuals carrying out ‘essential’ business activities.

Responsibilities
Contribute to the development of automotive-grade software for perception and self-driving applications based on Luminar’s industry leading LiDAR platform
Implementation of BigData infrastructure and services
Quality control of data infrastructure and data service development
Automation of data infrastructure
Implementation of data transformation and streaming services
Manage site reliability of data services
Minimum Qualifications
B.S. in Computer Science or a related field
4+ years of relevant industry experience
Already shipped and operated Big Data systems in production environments
Experience in scalability of data systems
Experience Cloud services, Cloud deployment and developer operations
Hands-on Big Data software and infrastructure development skills
Expert knowledge in technologies like Kafka, Kibana/Elastic, Spark, Airflow or Hadoop
Hands-on experience of data storage and schemes like Avro, Parquet
Very strong coding skills in Java or C++ and Python
Preferred Qualifications
Expert knowledge in rational, no-sql and distributed data stores
M.S. in Computer Science or a related field
Operational experience with on-prem and cloud data systems
Experience with large-scale ingestion architectures
Hands-on experience in data streaming technologies
Experience in cloud and on-premises data systems
Experience with Machine Learning and/or Computer Vision algorithms
Benefits & Perks
Location: HQ near Stanford University in the beautiful city of Palo Alto, California
Timing: A start-up backed by industry leaders, at a critical stage of growth
Compensation: Competitive salaries and meaningful equity
Benefits: Comprehensive package (medical, dental, vision, and more)
PTO: Take it when you need it, we are a results-oriented team (not just 9-5 job)
Luminar is an equal opportunity employer. All applicants will be considered for employment without regard to race, color, ancestry, national origin, sex, gender, sexual orientation, marital status, religion, age, disability, gender identity, results of genetic testing, service in the military, or any other characteristic protected by applicable federal, state or local laws. We will make a reasonable accommodation for any qualified applicant with a disability, provided that the individual is otherwise qualified to safely perform the essential functions of the job with or without accommodation and that the accommodation would not impose an undue hardship on the operation of our business. Please let us know if you believe you require reasonable accommodation, or if you would like assistance to complete an application or to participate in an interview at the company.",4.1,"Luminar
4.1","Palo Alto, CA",-1,201 to 500 Employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,95,167,131.0,"Luminar
", CA,0,8,1,1,0,1,1,0
Staff Data Engineer,$138k-$246k (Glassdoor Est.),"Why Data @ Airbnb? Quality data is fundamental to Airbnb's success. As a rapidly growing pre-IPO company, we are preparing for a future of tremendous growth and transformation. We are rebuilding our Data Engineering practice to enable the company's success by building a solid data foundation. We are seeking stunning Staff Data Engineers to help us define and realize our vision for trustworthy data across the company. This is a unique opportunity to shape Data Engineering for a strong, but high potential, company early in its lifecycle. Like all teams at Airbnb, we value and promote the diversity of our workforce, our guests, our hosts, our marketplace platform, and the world. Simply put, you belong at Airbnb. What is Data Engineering at Airbnb? We need to ensure every area of the business has trustworthy data to fuel insight and innovation. Understanding the business need, securing the right data sources, designing usable data models, and building robust & dependable data pipelines are essential skills to meet this goal. At the same time, the technology used to create great data is continually evolving. We are moving to a reality where both batch & stream processing are leveraged to meet the latency requirements for the business. The Data Engineering paved path is still taking shape, and we want to collaboratively develop this to support the entire company. We need senior engineers who are passionate not only about the data, but also about improving the technology we leverage for Data Engineering. We are looking for talented senior Data Engineers who are excited about redefining what it means to do Data Engineering. Data Engineering is part of our Engineering org as we believe great Data Engineering depends on solid Software Engineering fundamentals. However, we also recognize that each Data Engineer has a unique blend of skills. Whether your strength is in data modeling or in stream processing, we want to talk to you. Responsibilities: Develop and automate large scale, high-performance data processing systems (batch and/or streaming) to drive Airbnb business growth and improve the product experience. Evangelize high quality software engineering practices towards building data infrastructure and pipelines at scale. Lead data engineering projects to ensure pipelines are reliable, efficient, testable, & maintainable Design our data models for optimal storage and retrieval and to meet critical product and business requirements. Understand and influence logging to support our data flow, architecting logging best practices where needed Contribute to shared Data Engineering tooling & standards to improve the productivity and quality of output for Data Engineers across the company Minimum Requirements: 8+ years of relevant industry experience. Bachelor's and/or Master's degree in CS/EE, or equivalent experience. Working with data at the petabyte scale. Experience designing, building and operating robust distributed systems. Experience designing and deploying high performance systems with reliable monitoring and logging practices. Effectively work across team boundaries to establish overarching data architecture, and provide guidance to individual teams. Working knowledge of relational databases and query authoring (SQL). Experience with Java / Scala / Spark is preferred Excellent communication skills, both written and verbal. Benefits: Stock Competitive salaries Quarterly employee travel coupon Paid time off Medical, dental, & vision insurance Life insurance and disability benefits Fitness Discounts 401K Flexible Spending Accounts Apple equipment Commuter Subsidies Community Involvement (4 hours per month to give back to the community) Company sponsored tech talks and happy hours Much more… Offices: Airbnb has Engineering offices along the West Coast in the U.S. and our teams are growing quickly! Contact us to find out which office works best for you. Candidate Privacy Notice If you are a California resident, learn about what personal information we collect about you and how we use it here.",4.1,"Airbnb
4.1","San Francisco, CA",-1,5001 to 10000 Employees,2008,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,138,246,192.0,"Airbnb
", CA,0,12,0,1,1,1,0,0
Staff Data Engineer,$142k-$246k (Glassdoor Est.),"Medium’s mission is to help people deepen their understanding of the world and discover ideas that matter. We are building a place where ideas are judged on the value they provide to readers, not the fleeting attention they can attract for advertisers. We are creating the best place for reading and writing on the internet—a place where today’s smartest writers, thinkers, experts, and storytellers can share big, interesting ideas. We are looking for a Staff Data Engineer that will help build, maintain, and scale our business critical Data Platform. In this role, you will help define a long-term vision for the Data Platform architecture and implement new technologies to help us scale our platform over time. You'll also lead development of both transactional and data warehouse designs, mentoring our team of cross functional engineers and Data Scientists. At Medium, we are proud of our product, our team, and our culture. Medium’s website and mobile apps are accessed by millions of users every day. Our mission is to move thinking forward by providing a place where individuals, along with publishers, can share stories and their perspectives. Behind this beautifully-crafted platform is our engineering team who works seamlessly together. From frontend to API, from data collection to product science, Medium engineers work multi-functionally with open communication and feedback. What Will You Do Work on high impact projects that improve data availability and quality, and provide reliable access to data for the rest of the business. Drive the evolution of Medium's data platform to support near real-time data processing and new event sources, and to scale with our fast-growing business. Help define the team strategy and technical direction, advocate for best practices, investigate new technologies, and mentor other engineers. Design, architect, and support new and existing ETL pipelines, and recommend improvements and modifications. Be responsible for ingesting data into our data warehouse and providing frameworks and services for operating on that data including the use of Spark. Analyze, debug and maintain critical data pipelines. Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL, Spark and AWS technologies. About You You have 7+ years of software engineering experience. You have 3+ years of experience writing and optimizing complex SQL and ETL processes, preferably in connection with Hadoop or Spark. You have outstanding coding and design skills, particularly in Java/Scala and Python. You have helped define the architecture, tooling, and strategy for a large-scale data processing system. You have hands-on experience with AWS and services like EC2, SQS, SNS, RDS, Cache etc or equivalent technologies. You have a BS in Computer Science / Software Engineering or equivalent experience. You have knowledge of Apache Spark, Spark streaming, Kafka, Scala, Python, and similar technology stacks. You have a strong understanding & usage of algorithms and data structures. Nice To Have Snowflake knowledge and experience Looker knowledge and experience Dimensional modeling skills At Medium, we foster an inclusive, supportive, fun yet challenging team environment. We value having a team that is made up of a diverse set of backgrounds and respect the healthy expression of diverse opinions. We embrace experimentation and the examination of all kinds of ideas through reasoning and testing. Come join us as we continue to change the world of digital media. Medium is an equal opportunity employer. Interested? We'd love to hear from you.",3.6,"Medium
3.6","San Francisco, CA",-1,201 to 500 Employees,2011,Company - Private,Publishing,Media,Unknown / Non-Applicable,-1,0,142,246,194.0,"Medium
", CA,0,9,1,1,0,1,1,0
Big Data Engineer (DW/ETL),$87k-$157k (Glassdoor Est.),"Overview

Come join the Data Engineering Team as a Software Engineer II.We are leveraging big data technologies to gain new insights into our customer experiences; building data frameworks, ingestion pipelines and tools. Some of the technologies we are leveraging include: Hadoop, Vertica, Hive and AWS Big Data Systems.

Participate in the entire product lifecycle for software products and services that are broad in scope and complexity, applying a full understanding of software engineering methodologies and industry best practices. Work with Industry Experts; Senior, Staff and Principle Engineers, utilize specialized knowledge to develop, and maintain Intuit’s software. Although our team supports hosted services, we also publish cross platform libraries for Linux/Windows/Mac – so you are a good fit if you have competent working knowledge in both java and C++.

What you'll bring
BS or MS in Computer Science or related field or equivalent work experience
3+ years of core development experience
Skilled in developing Software for Java (Spring & Springboot), Scala for spark streaming & spark applications, or other JVM based languages.
Working Knowledge of XML, JavaScript, JSON, YML and Linux
Advanced experience with scripting language – Python or Shell is a must have
Strong knowledge of software development methodologies and practices
Experience working in Agile development teams; working knowledge of Agile (Scrum) development methodologies
Experience with Amazon web services: EC2, S3, and EMR (Elastic Map Reduce) or equivalent cloud computing approaches
Strong expertise in Data Warehousing and analytic architecture
Experience working with large data volumes
Experience in HTML5, CSS, and other Web technologies a plus.
Experience with low-latency NoSQL datastores (such as DynamoDB, HBase, Cassandra, MongoDB) is a plus
Experience with building stream-processing applications using Spark Streaming, Kinesis, etc. is a plus

Additional

Exposure to unit testing frameworks
Hands on experience with Hadoop stack of technologies – Hive, Pig, pig-udf
Ability to research and integrate 3rd party solutions
Evolving a mature code base into new technologies
Experience creating and consuming SOAP based or JSON/REST web services and communicating with systems.
Experience developing web services
How you will lead
70-85% hands-on development in all phases of the software life cycle.
Rapidly fix bugs and solve problems
Conduct design and code reviews
Defect remediation
Technical design specification
Automated unit tests
Estimates and sequence of individual activities as inputs to project plans
Analyzes and synthesizes a variety of inputs to create software and services.
Identify dependencies as inputs to project plans
Collaborates effectively with peer engineers and architects to solve complex problems spanning their respective areas to deliver end-to-end quality in our technology and customer experience.
Influences and communicates effectively with non-technical audiences including senior product and business management.
Designing/developing ETL jobs across multiple big data platforms and tools including S3, EMR, Hive, Vertica",4.3,"Intuit
4.3","Mountain View, CA",-1,5001 to 10000 Employees,1983,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),-1,0,87,157,122.0,"Intuit
", CA,0,37,1,1,0,1,1,0
"Data Engineer, Product Analytics",$110k-$179k (Glassdoor Est.),"Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.

Do you like working with big data? Do you want to use data to influence product decisions for products being used by over half a billion people every day? If yes, we want to talk to you. Our data warehouse team works very closely with Product Managers, Product Analysts and Internet Marketers to figure out ways to acquire new users, retain existing users and optimize user experience - all of this using massive amounts of data. In this role, you will see a direct link between your work, company growth, and user satisfaction. In this role, you will work with some of the brightest minds in the industry, and you'll get an opportunity to solve some of the most challenging business problems on the web and mobile Internet, at a scale that few companies can match.This is a full-time position based in our office in Menlo Park.
Manage data warehouse plans for a product or a group of products.
Interface with engineers, product managers and product analysts to understand data needs.
Build data expertise and own data quality for allocated areas of ownership.
Design, build and launch new data models in production.
Design, build and launch new data extraction, transformation and loading processes in production.
Support existing processes running in production.
Define and manage SLA for all data sets in allocated areas of ownership.
Work with data infrastructure to triage infra issues and drive to resolution.
2+ years experience in the data warehouse space.
2+ years experience in custom ETL design, implementation and maintenance.
2+ years experience working with either a MapReduce or an MPP system.
2+ years experience with object-oriented programming languages.
2+ years experience with schema design and dimensional data modeling.
2+ years experience in writing SQL statements.
Experience analyzing data to identify deliverables, gaps and inconsistencies.
Experience managing and communicating data warehouse plans to internal clients.
BS/BA in Technical Field, Computer Science or Mathematics.
Knowledge in Python or Java.
Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com.",4.5,"Facebook
4.5","Sunnyvale, CA",-1,10000+ Employees,2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),-1,0,110,179,144.5,"Facebook
", CA,0,16,1,1,0,0,0,0
Big Data Engineer (DW/ETL),$87k-$157k (Glassdoor Est.),"Overview


Come join the Data Engineering Team as a Software Engineer II.We are leveraging big data technologies to gain new insights into our customer experiences; building data frameworks, ingestion pipelines and tools. Some of the technologies we are leveraging include: Hadoop, Vertica, Hive and AWS Big Data Systems.

Participate in the entire product lifecycle for software products and services that are broad in scope and complexity, applying a full understanding of software engineering methodologies and industry best practices. Work with Industry Experts; Senior, Staff and Principle Engineers, utilize specialized knowledge to develop, and maintain Intuits software. Although our team supports hosted services, we also publish cross platform libraries for Linux/Windows/Mac so you are a good fit if you have competent working knowledge in both java and C++.
What you'll bring
BS or MS in Computer Science or related field or equivalent work experience
3+ years of core development experience
Skilled in developing Software for Java (Spring & Springboot), Scala for spark streaming & spark applications, or other JVM based languages.
Working Knowledge of XML, JavaScript, JSON, YML and Linux
Advanced experience with scripting language Python or Shell is a must have
Strong knowledge of software development methodologies and practices
Experience working in Agile development teams; working knowledge of Agile (Scrum) development methodologies
Experience with Amazon web services: EC2, S3, and EMR (Elastic Map Reduce) or equivalent cloud computing approaches
Strong expertise in Data Warehousing and analytic architecture
Experience working with large data volumes
Experience in HTML5, CSS, and other Web technologies a plus.
Experience with low-latency NoSQL datastores (such as DynamoDB, HBase, Cassandra, MongoDB) is a plus
Experience with building stream-processing applications using Spark Streaming, Kinesis, etc. is a plus
Additional
Exposure to unit testing frameworks
Hands on experience with Hadoop stack of technologies Hive, Pig, pig-udf
Ability to research and integrate 3rd party solutions
Evolving a mature code base into new technologies
Experience creating and consuming SOAP based or JSON/REST web services and communicating with systems.
Experience developing web services

How you will lead
70-85% hands-on development in all phases of the software life cycle.
Rapidly fix bugs and solve problems
Conduct design and code reviews
Defect remediation
Technical design specification
Automated unit tests
Estimates and sequence of individual activities as inputs to project plans
Analyzes and synthesizes a variety of inputs to create software and services.
Identify dependencies as inputs to project plans
Collaborates effectively with peer engineers and architects to solve complex problems spanning their respective areas to deliver end-to-end quality in our technology and customer experience.
Influences and communicates effectively with non-technical audiences including senior product and business management.
Designing/developing ETL jobs across multiple big data platforms and tools including S3, EMR, Hive, Vertica",4.3,"Intuit - Data
4.3","Mountain View, CA",-1,5001 to 10000 Employees,1983,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),-1,0,87,157,122.0,"Intuit - Data
", CA,0,37,1,1,0,1,1,0
Associate Data Engineer,$67k-$128k (Glassdoor Est.),"The Data Engineering team at Glu builds core data infrastructure and applications in support of all areas of our business, including our studio teams, user acquisition, monetization and finance. Glu is passionate about maximizing the value that data and analytics can provide to the business and is aggressively investing in new capabilities. Our team covers a lot of ground from data ingestion through to machine learning applications. We leverage a cutting-edge tech stack to build both batch systems (YARN+Spark/Hive) and stream processing applications (Kinesis/Flink/Spark Streaming/Druid) that operate efficiently at high scale. The ideal candidate has a strong engineering background and has built robust data platforms and pipelines and takes complete ownership of their area of expertise. This is a fantastic opportunity to use your engineering skills to make a material impact on a highly valued analytics platform You'll most often be: Taking ownership of and developing critical new features for our next-generation analytics platform, supporting Glu's worldwide studios and central functions such as marketing and finance. Building scalable, accurate and extensible stream processing applications using cutting-edge technology such as Spark Streaming and Apache Flink. Implementing complex and highly scalable end-to-end data pipelines, using Elastic Beanstalk, Kinesis, EMR, Spark, Hive, Druid, Cassandra. Building data support for our personalization and experimentation efforts, solving problems from statistical test automation to building real-time M/L applications. And your skills and experience include: Bachelor's degree in computer science/mathematics/engineering, or other fields with proven engineering experience. Software engineering experience, especially working on back-end data infrastructure. Proficiency with at least one of the following languages: Java, Python, Scala. Experience with distributed stream processing technologies such as Flink, Spark Streaming and/or Kafka Streams. Experience with AWS Ecosystem, especially Kinesis, EMR, Lambda, and Glue. Knowledge of NoSQL application data stores i.e. Druid, HBase, Cassandra, DynamoDB, Redis. . Bonus Points Experience with high-scale machine learning, I.e. Spark M/L, SageMaker, etc. Experience with SQL and SQL-like languages, especially Hive. Experience with CI/CD process, testing framework, and containerization technology Experience building data-rich web applications, especially with technologies like Angular, Node.js, and Elastic Beanstalk",3.5,"Glu Mobile
3.5","San Francisco, CA",-1,501 to 1000 Employees,2001,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),-1,0,67,128,97.5,"Glu Mobile
", CA,0,19,1,1,0,1,1,0
Sr. Data Engineer,$136k-$232k (Glassdoor Est.),"As a Senior Data Engineer, you will be working cross-functionally with business domain specialists, analytics, and engineering teams to design and implement our Data Warehouse model. You will be working in our Business Technology Data Engineering and Architecture function and have an opportunity to build a sound data foundation and processes that will scale with the company’s growth. You will architect, design, implement data pipelines enabling insights from our Product and Corporate Systems for key partners, data scientists and decision makers in organizations such as Sales, Marketing and Finance at Slack. You would also be responsible for improving and maintaining our data warehouse. Data engineers also need to guarantee compliance with data governance and data security requirements while creating, improving and operationalizing these integrated and reusable data pipelines. This would enable faster data access, integrated data reuse and vastly improved time-to-solution for Slack’s data and analytics initiatives. The newly hired data engineer will be the key interface in operationalizing data and analytics on behalf of the organizational outcomes of business teams! This role will require both creative and collaborative working with Business technology, Product and the wider business teams. This is a fun role for problem solvers, who can intuitively anticipate problems and can also look beyond immediate issues. In short, we look for people who take pride in the craft and want to be part of creating and defining the teams operating model and contribution to the company. They will be a self-starter, detail and quality oriented, and passionate about having a huge impact at Slack. If this role has your name written all over it, please contact us with a resume so that we explore further. What you will be doing: Design, implement and build pipelines that deliver data with measurable quality under the SLA Partner with Data Engineers, Data architects, domain specialists, data analysts and other teams to build foundational data sets that are trusted, well understood, aligned with business strategy and enable self-service Be a champion of the overall strategy for data governance, security, privacy, quality and retention that will satisfy business policies and requirements Own and document data pipelines and data lineage Identify, document and promote best practices Support and Maintain analytics tech ecosystem (data warehouse, ETL and BI tools) What you should have: BS or MS degree in Computer Science or Engineering field. At least 8 years or more of work experience in data management disciplines including data integration, modeling, optimization and data quality, and/or other areas directly relevant to data engineering responsibilities and tasks. At least 4 years of experience working in multi-functional teams and collaborating with business partners in Sales or Marketing in support of a departmental and/or multi-departmental data management and analytics initiative that involve working with data generated by product and business systems. Very strong experience in working with product usage data. Solid experience in dimensional modeling, supporting data warehouse, scaling and optimizing, performance tuning and ETL pipelines Deep understanding of relational as well as big data setup Problem solver with good interpersonal skills with ability to make sound sophisticated decisions in a fast-paced, technical environment. Ability to work on multiple areas like Data pipeline ETL, Data modeling & design, writing complex SQL queries etc. . Preferred: Prior experience with ETL tools (eg Informatica, Matillion, Snaplogic), Hive, Presto, Dimensional Modeling. Hands-on experience with Data Warehouse technologies (Snowflake, Redshift) and Big Data technologies (e.g Hadoop, Hive, Spark) Proficiency with programming languages is a big plus (e.g. Python) Capable of planning and executing on both short-term and long-term goals individually and with the team. Passionate about various data technologies including but not limited to SQL/No SQL/MPP databases etc. Excellent written and verbal communication and interpersonal skills, able to effectively collaborate with technical and business partners Excellent understanding of trade-offs Demonstrated ability to navigate between big-picture and implementation details Slack is registered as an employer in many, but not all, states. If you are not located in or able to work from a state where Slack is registered, you will not be eligible for employment.Visa sponsorship may not be available in certain remote locations. Visa sponsorship is not available for candidates living outside the country of this position. Slack is an Equal Opportunity Employer and participant in the U.S. Federal E-Verify program. Women, minorities, individuals with disabilities and protected veterans are encouraged to apply. Slack will consider qualified applicants with criminal histories in a manner consistent with the San Francisco Fair Chance Ordinance. Slack has transformed business communication. It’s the leading channel-based messaging platform, used by millions to align their teams, unify their systems, and drive their businesses forward. Only Slack offers a secure, enterprise-grade environment that can scale with the largest companies in the world. It is a new layer of the business technology stack where people can work together more effectively, connect all their other software tools and services, and find the information they need to do their best work. Slack is where work happens. Ensuring a diverse and inclusive workplace where we learn from each other is core to Slack’s values. We welcome people of different backgrounds, experiences, abilities and perspectives. We are an equal opportunity employer and a pleasant and supportive place to work. Come do the best work of your life here at Slack.",4.7,"Slack
4.7","San Francisco, CA",-1,1001 to 5000 Employees,2014,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,-1,0,136,232,184.0,"Slack
", CA,0,6,1,1,1,1,0,0
Data Engineer,$106k-$194k (Glassdoor Est.),"ABOUT THE TEAM The data engineering team is a small, nimble group of data engineers that drive the company toward clean and informative data. As a member of the data engineering team that focuses on scalable data engineering, you'll contribute toward better optimization and scalability that will help power data science and the business. You'll build tools to make us efficient, as well as lead us in optimizing our self-service data infrastructure to facilitate scalable decision-making. As a team, we are driven by the thrill of helping our colleagues use data with less friction, which ultimately increases the velocity at which the business can progress! ABOUT THE ROLE Senior IC position on the data engineering team, within our Algorithms organization, focusing on our data infrastructure, optimization and scalability You will build and own large additions to our data engineering framework, charged with finding ways to improve scalability, reliability and performance of our most central data pipelines You will lead us in identifying opportunities for more optimized data storage in S3 and better usage of our spark resources across the data engineering organization You will build scalable data engineering solutions & frameworks to solve business and data problems You will be involved in the day-to-day operations of the team, including maintaining and improving our current tools & scripts and supporting full-stack data scientists You will have autonomy to help shape the future of data engineering at Stitch Fix by bringing your ideas on improving and automating what we do and how we do it YOU'RE EXCITED ABOUT THIS OPPORTUNITY BECAUSE YOU WILL... Work with different teams of data scientists and engineers on how to solve data and business problems in a scalable way Be part of a team which has high visibility across the organization Contribute ideas and direct the team's investment to impactful directions Contribute to a culture of technical collaboration and scalable development WE GET EXCITED ABOUT CANDIDATES WHO HAVE… Experience in building out scalable data engineering capabilities 5+ years of fully independent project experience with significant contributions. Exceptional coding and design skills in Python and SQL Excellent experience in Spark optimization and an understanding of data storage with Amazon S3 Experience in working autonomously and taking ownership of projects. Ability to think globally, devising and building solutions to meet many needs rather than completing individual projects or tasks Strong prioritization skills with business impact in mind Strong cross functional communication skills that help simplify and move complex problems forward YOU'LL LOVE WORKING AT STITCH FIX BECAUSE… We are a group of bright, kind and goal oriented people. You can be your authentic self here, and are empowered to encourage others to do the same! We are a successful, fast-growing company at the forefront of tech and fashion, redefining retail for the next generation We are a technologically and data-driven business We are committed to our clients and connected through our vision of ""Transforming the way people find what they love"" We love solving problems, thinking creatively and trying new things We believe in autonomy & taking initiative We are challenged, developed and have meaningful impact We take what we do seriously. We don't take ourselves seriously We have a smart, experienced leadership team that wants to do it right & is open to new ideas We offer competitive compensation packages and comprehensive health benefits You will be proud to say that you work for Stitch Fix and will know that the work you do brings joy to our clients every day ABOUT STITCH FIX At Stitch Fix, we're about personal styling for everybody and we believe in both a service and a workplace where you can be your best, most authentic self. We're the first fashion retailer to combine technology and data science with the human instinct of a Stylist to deliver a deeply personalized shopping experience. This novel juxtaposition attracts a highly diverse group of talented people who are both thinkers and doers. All of this results in a simple, powerful offering to our customers and a successful, growing business serving millions of men, women, and kids. We believe we are only scratching the surface on our opportunity, and we're looking for incredible people like you to help us carry on that trend. Please review Stitch Fix's Recruiting Privacy Policy here: https://www.stitchfix.com/privacy/usrecruitingprivacy",3.5,"Stitch Fix
3.5","San Francisco, CA",-1,5001 to 10000 Employees,2011,Company - Public,Other Retail Stores,Retail,$500 million to $1 billion (USD),-1,0,106,194,150.0,"Stitch Fix
", CA,0,9,1,1,1,1,0,0
Cloud Data Engineer,$123k-$211k (Glassdoor Est.),"Company Description As data engineers in Revenue Science, our mission is to build real-time and offline solutions to make data accessible and reliable while leveraging the largest-scale data processing technologies in the world - and then apply them to the Revenue’s most critical and fundamental data problems. Learn more about some of the challenges we tackle on this team: Building a Petabyte-scale Data Warehouse (Google Cloud Next '18) https://youtu.be/APBF9Z3uBCc How Twitter Migrated its On-Prem Analytics to Google Cloud (Google Cloud Next '18) https://youtu.be/sitnQxyejUg Job Description You are passionate about data and driven to take the data organization challenges at the scope of entire Twitter’s Revenue. As a member of the Data Engineering team, you will build and own mission-critical data pipelines that are ‘source of truth’ for Twitter’s fundamental revenue data, as well as modern data warehouse solutions, while collaborating closely with Ads Data Science team. You will be a part of an early stage team and have a significant stake in defining its future with a considerable potential to impact all of Twitter’s revenue and hundreds of millions of users. You will be among the earliest adopters of bleeding-edge data technologies, working directly with Revenue Science and Revenue Platforms teams to integrate your services at scale. Your efforts will reveal invaluable business and user insights, leveraging vast amounts of Twitter revenue data to fuel numerous Revenue teams including Ads Analytics, Ads Experience, Ads Data Science, Marketplace, Targeting, Prediction, and many others. Qualifications Strong programming and algorithmic skills Experience with data processing (such as Hadoop, Spark, Pig, Hive, MapReduce etc). Proficiency with SQL (Relational, Redshift, Hive, Presto, Vertica) Nice to have: Experience writing Big Data pipelines, as well as custom or structured ETL, implementation and maintenance Experience with large-scale data warehousing architecture and data modeling Proficiency with Java, Scala, or Python Experience with GCP (BigQuery, BigTable, DataFlow) Experience with Druid or Apache Flink Experience with real-time streaming (Apache Kafka, Apache Beam, Heron, Spark Streaming) Ability in managing and communicating data warehouse project plans to internal clients Additional Information All your information will be kept confidential according to EEO guidelines.",4.1,"Twitter
4.1","San Francisco, CA",-1,1001 to 5000 Employees,2006,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),-1,0,123,211,167.0,"Twitter
", CA,0,14,1,1,0,1,0,0
